Y	17501116	17501710	1	1	1	0	380	50
Y	17501761	17513097	1	1	1	0	356	50
Y	17513227	17513473	1	1	1	0	320	50
Y	17513568	17514160	1	1	1	0	367	50
Y	17514332	17514440	1	1	1	0	675	50
Y	17514535	17514808	1	1	1	0	805	50
Y	17514711	17514755	0	0	1	362	0	50
Y	17515019	17515148	0	0	1	464	0	49
Y	17515228	17515552	0	0	1	91	463	50
Y	17515648	17516015	1	1	1	0	760	50
Y	17516133	17516588	1	1	1	0	935	50
Y	18389424	18389879	2	2	1	0	935	50
Y	18389997	18390364	2	2	1	0	760	50
Y	18390460	18390784	0	0	1	0	463	50
Y	18391204	18391477	2	2	1	0	805	50
Y	18391572	18391680	2	2	1	0	675	50
Y	18391852	18392444	2	2	1	0	367	50
Y	18392539	18392785	2	2	1	0	320	50
Y	18392915	18404243	2	2	1	0	356	50
Y	18404294	18404888	2	2	1	0	380	50
