1763	100
2841627	2842163	1	1	1	1
2841973	2842163	1	2	1	1
2842242	2844075	1	0	1	1
2844257	2845644	1	1	0	1
2845743	2854598	1	2	0	1
2854771	2865086	1	2	1	1
2854771	2928862	1	2	1	1
2865245	2866791	1	0	1	1
2882361	2883139	2	0	0	2
2928985	2931709	1	2	2	1
2929042	2929368	0	0	0	2
2930366	2931069	0	0	0	2
2935446	2953907	1	1	1	1
2935769	2953907	1	2	1	1
2935769	2961072	1	2	1	1
2935769	2975093	1	2	0	1
2953997	2961072	1	2	1	1
2953997	2975093	1	2	0	1
2961646	2975093	1	0	0	1
2966939	2981836	2	1	3	2
2975244	2975509	1	3	2	1
2975654	2976668	1	0	0	1
2975654	2977938	1	0	3	1
2976822	2977938	1	1	4	1
2978080	2978808	1	2	0	1
2981927	3002311	2	1	2	2
3001923	3002311	2	0	2	2
3002401	3002536	2	0	2	2
3003217	3079282	1	1	0	1
3079341	3096993	1	0	0	1
3097056	3102083	1	2	0	1
3579127	3579222	1	2	0	1
4036720	4099984	1	2	1	1
4994226	4997505	2	1	2	2
4997680	4999387	2	0	2	2
5000605	5002686	1	3	0	1
5000605	5030897	1	2	0	1
5000605	5031904	1	3	1	1
5002758	5031904	1	2	1	1
5002758	5032668	1	2	0	1
5031067	5031904	1	0	1	1
5032011	5032668	1	1	0	1
5032728	5056887	1	2	0	1
5057459	5098213	1	2	0	1
5100707	5104342	1	1	0	1
5100707	5501055	1	1	0	1
5501255	5581773	1	0	0	1
5581798	5737270	1	2	0	1
6242754	6243293	2	0	2	2
6243440	6243551	0	0	3	2
6243440	6243552	2	1	0	2
6243643	6244970	0	0	0	2
6246355	6246615	1	1	3	1
6246754	6247354	1	0	0	1
6247433	6247560	1	2	3	1
6247673	6247773	1	2	0	1
6247920	6248014	1	4	0	1
6247920	6248025	1	2	0	1
6248108	6248234	1	2	0	1
6248108	6248801	1	2	1	1
6258392	6261942	2	1	1	2
6262029	6263832	2	0	1	2
6262102	6263600	2	0	2	2
6263747	6263832	2	1	1	2
6267069	6267674	1	0	0	1
6267753	6267880	1	2	0	1
6267992	6268090	1	2	0	1
6268234	6268340	3	2	0	1
6268430	6269127	1	0	0	1
6273661	6273766	0	0	0	2
6273911	6273999	0	1	0	2
6303989	6304597	4	0	0	2
6306370	6307420	0	1	0	1
6307500	6307694	1	3	0	1
6307811	6307896	1	1	1	1
6308037	6309498	1	3	0	1
6328229	6338743	1	1	0	1
6338893	6340892	0	1	1	1
6340994	6341800	1	2	0	1
6341912	6342308	1	2	0	1
6342420	6342529	1	3	0	1
6342612	6343020	1	1	1	1
6357437	6358682	2	0	2	2
6358826	6361326	2	1	3	2
6390675	6394098	1	1	2	1
6394259	6401121	1	2	1	1
6401231	6403586	3	2	1	1
6403725	6411305	1	2	4	1
6406923	6408145	2	1	2	2
6408344	6408463	2	0	0	2
6408543	6411372	2	0	2	2
6411530	6412221	2	0	2	2
6412371	6419763	2	1	2	2
6419851	6422326	2	0	0	2
6443635	6446971	1	1	3	1
6449504	6450444	1	1	3	1
6450607	6452913	1	0	1	1
6452989	6453676	1	2	1	1
6454154	6455971	1	1	1	1
6454154	6456070	1	1	1	1
6456185	6457157	1	1	2	1
6456185	6457659	1	1	1	1
6457414	6457659	1	2	1	1
6470949	6472811	2	2	2	2
6471220	6472811	2	2	2	2
6473017	6473493	2	0	3	2
6493071	6496583	0	0	0	2
6866078	6868035	2	1	1	2
6868462	6868730	2	0	0	2
6868776	6868866	2	3	0	2
6868776	6870004	2	2	2	2
6868909	6870004	2	0	2	2
6870053	6872553	2	0	0	2
6872620	6873970	2	0	2	2
6900848	6901145	0	0	1	1
6910982	6912086	1	2	3	1
6912172	6978211	1	1	1	1
6912172	6995802	1	1	1	1
6978243	6995802	1	2	1	1
6978243	7021447	1	2	1	1
6995898	7021447	1	2	1	1
7021537	7025033	1	2	0	1
7025142	7042978	1	3	2	1
7043125	7063895	1	2	1	1
7064149	7070194	1	0	0	1
7070328	7070718	1	1	0	1
7070861	7071558	1	0	0	1
7071623	7071731	1	1	4	1
7071830	7074558	1	0	0	1
7074620	7080730	1	3	0	1
7080853	7085896	1	0	0	1
7085972	7086288	1	2	0	1
7086417	7087265	1	2	0	1
7087432	7090087	1	3	0	1
7090190	7091470	1	0	2	1
7100827	7106391	2	2	0	2
7274478	7303935	1	1	1	1
7304105	7325904	1	0	2	1
7326169	7328025	1	2	0	1
7326169	7341113	1	2	1	1
7333108	7341113	1	2	1	1
7341234	7356133	1	1	2	1
7356230	7367354	1	0	0	1
7367433	7371741	1	2	0	1
7371889	7375710	1	2	0	1
7672042	7672448	2	1	1	2
7672538	7672626	2	0	3	2
7672738	7675364	2	0	2	2
7675471	7675909	2	0	1	2
7679210	7680265	0	0	0	1
7680332	7680526	0	0	0	1
7680620	7680718	1	0	1	1
7680864	7680981	1	2	0	1
7687803	7687895	0	0	1	2
7688042	7688139	0	0	0	2
7688251	7688381	2	2	0	2
7688454	7689073	0	2	0	2
7690837	7692158	0	0	0	1
7692277	7692362	1	1	1	1
7692533	7692630	1	1	0	1
7699487	7701185	2	0	1	2
7713097	7721854	2	0	1	2
7722058	7729455	0	0	1	2
7729840	7749361	2	0	2	2
7743027	7776519	2	0	4	2
7749471	7776519	5	2	0	2
7776707	7776832	2	0	0	2
7777028	7805493	2	0	3	2
7805079	7809859	1	3	0	1
7805604	7809152	2	1	2	2
7845881	7846179	0	0	0	2
7906056	7907110	0	2	0	2
7933015	7933692	2	1	2	2
7933799	7936633	2	0	2	2
7936704	7937569	2	1	2	2
8070118	8070600	0	0	0	2
8127238	8129231	0	0	0	1
8129235	8131646	1	0	0	1
8131825	8133683	1	1	0	1
8133782	8134106	0	18	0	1
8134162	8142224	6	0	0	1
8142338	8143206	1	2	0	1
8143312	8143390	0	2	0	1
8143487	8143900	1	1	1	1
8264764	8265172	0	1	1	2
8265262	8265332	0	0	0	2
8265444	8266313	2	0	2	2
8266429	8271278	0	0	0	2
8271429	8276552	2	0	2	2
8276656	8277079	0	0	0	2
8280335	8281699	0	0	0	1
8281810	8281895	1	0	1	1
8282042	8282159	1	0	0	1
8413454	8413798	0	0	0	2
8638406	8644130	1	3	0	1
8644327	8644677	1	3	0	1
8683432	8683719	2	1	6	2
8704559	8705101	1	3	0	1
8783406	8783886	4	0	6	2
8784203	8788998	4	0	0	2
8789302	8794859	2	1	2	2
8794944	8817344	2	0	2	2
8901258	8901368	2	0	2	2
8901513	8901599	2	0	1	2
8901739	8902989	0	0	0	2
8906332	8907092	1	2	0	1
8907197	8909881	1	2	0	1
8910060	8911944	1	1	0	1
8912098	8914091	1	3	2	1
8914204	8915082	1	2	0	1
8915194	8915274	1	3	0	1
8915364	8915769	1	2	3	1
8971894	8971985	0	0	0	2
