Y	13249883	13251016	2	2	1	92	0	50
Y	13249883	13260277	2	2	1	72	0	27
Y	13251188	13260277	2	2	1	108	1	50
Y	13260405	13297706	2	2	1	316	3	50
Y	13297849	13298956	2	2	1	306	0	49
Y	13299145	13302876	2	2	1	280	0	50
Y	13302992	13305398	2	2	1	295	0	50
Y	13305548	13306037	2	2	1	264	0	50
Y	13306113	13306185	2	2	1	249	0	50
Y	13306251	13323554	2	2	1	255	0	50
Y	13323761	13324600	2	2	1	184	0	50
Y	13324707	13326220	2	2	1	185	0	50
Y	13326351	13335562	2	2	1	165	0	49
Y	13336336	13354785	2	2	1	35	0	50
Y	13336336	13355002	2	2	1	0	1	5
Y	13336336	13355374	2	2	1	76	1	24
Y	13354834	13355002	2	2	1	33	0	49
Y	13355399	13355922	2	2	1	137	0	50
Y	13356019	13357876	2	2	1	97	0	49
Y	13357970	13359087	2	2	1	86	0	49
Y	13357970	13359766	2	2	1	39	0	49
Y	13358620	13359766	2	2	1	0	1	3
Y	13359223	13359766	2	2	1	71	1	50
Y	13359987	13360429	2	2	1	114	0	50
Y	13360529	13366266	2	2	1	114	0	50
Y	13366394	13369255	2	2	1	152	2	50
Y	13369350	13393858	2	2	1	138	0	35
Y	13393894	13396917	2	2	1	129	0	35
Y	13396973	13410992	2	2	1	137	0	50
Y	13411114	13414734	2	2	1	127	0	50
Y	13414794	13449016	2	2	1	127	0	50
Y	13449067	13470120	2	2	1	116	0	49
Y	13470230	13479253	2	2	1	120	0	50
Y	13479318	13479513	2	2	1	103	0	48
