Y	7933016	7933693	2	2	1	0	27	5
Y	22984294	22984568	1	1	1	0	58	31
Y	22984692	22987756	1	1	1	0	544	50
Y	22987894	22992302	1	1	1	0	566	50
Y	22992422	22994480	1	1	1	0	245	49
Y	22992422	22997451	1	1	1	0	299	49
Y	22994599	22997451	1	1	1	0	243	50
Y	22997558	22998249	1	1	1	0	694	50
Y	22998375	23004924	1	1	1	0	936	50
Y	23005050	23005143	1	1	1	0	564	50
Y	23005055	23005143	1	1	1	0	657	50
Y	24618035	24618309	1	1	1	0	58	31
Y	24618433	24621497	1	1	1	0	544	50
Y	24621635	24626043	1	1	1	0	566	50
Y	24626163	24628221	1	1	1	0	245	49
Y	24626163	24631193	1	1	1	0	299	49
Y	24628340	24631193	1	1	1	0	243	50
Y	24631300	24631991	1	1	1	0	694	50
Y	24632117	24638666	1	1	1	0	936	50
Y	24638792	24638885	1	1	1	0	564	50
Y	24638797	24638885	1	1	1	0	657	50
Y	25031223	25031311	2	2	1	0	657	50
Y	25031223	25031316	2	2	1	0	564	50
Y	25031442	25037991	2	2	1	0	936	50
Y	25038117	25038808	2	2	1	0	694	50
Y	25038915	25041768	2	2	1	0	243	50
Y	25038915	25043945	2	2	1	0	299	49
Y	25041887	25043945	2	2	1	0	245	49
Y	25044065	25048473	2	2	1	0	566	50
Y	25048611	25051675	2	2	1	0	544	50
Y	25051799	25052073	2	2	1	0	58	31
